product_id;X0;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;X15;X16;X17;X18;X19;X20;X21;X22;X23;X24;X25;X26;X27;X28;X29;X30;X31;X32;X33;X34;X35;X36;X37;X38;X39;X40;X41;X42;X43;X44;X45;X46;X47;X48;X49;X50;X51;X52;X53;X54;X55;X56;X57;X58;X59;X60;X61;X62;X63;X64;X65;X66;X67;X68;X69;X70;X71;X72;X73;X74;X75;X76;X77
940502;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.95;0.0;0.0;0.0;0.0;0.0;0.0;19.95;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
986042;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.95;79.8;79.8;39.9;39.9;139.65;19.95;39.9;19.95;0.0;19.95;79.8;0.0;59.849999999999994;0.0;0.0;19.95;19.95;39.9;19.95;0.0;0.0;39.9;39.9;79.8;0.0;19.95;59.849999999999994;0.0;0.0;0.0;39.9;0.0;0.0;59.849999999999994;0.0;19.95;0.0;39.9;0.0;0.0;0.0;19.95;0.0;39.9;0.0;0.0;39.9;19.95
1042445;;;0.0;49.99;49.99;49.99;;;;;;;;49.99;49.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1138148;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;29.95;0.0;0.0;0.0;89.85;0.0;29.95;29.95;0.0;0.0;29.95;29.95;0.0;0.0;59.9;59.9;0.0;29.95;0.0;0.0;0.0;29.95;0.0;29.95;29.95;0.0;0.0;0.0;29.95;59.9;0.0;29.95;0.0;0.0;0.0;0.0;0.0;0.0;0.0;59.9
1178388;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;99.9;49.95;99.9;49.95;99.9;99.9;199.8;49.95;99.9;49.95;49.95;49.95;99.9;0.0;0.0;0.0;49.95;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1561460;209.65;89.85;179.7;269.55;149.75;179.7;89.85;269.55;119.8;149.75;239.6;59.9;239.6;89.85;149.75;119.8;119.8;299.5;239.6;239.6;119.8;89.85;29.95;59.9;119.8;149.75;89.85;149.75;0.0;119.8;29.95;59.9;209.65;29.95;149.75;59.9;29.95;0.0;149.75;149.75;0.0;59.9;119.8;0.0;0.0;89.85;149.75;29.95;29.95;59.9;59.9;59.9;119.8;119.8;29.95;59.9;29.95;0.0;59.9;29.95;89.85;29.95;89.85;29.95;89.85;29.95;89.85;89.85;0.0;59.9;479.2;269.55;299.5;209.65;299.5;239.6;209.65;89.85
1874414;103.8;51.9;25.95;103.8;77.85;77.85;25.95;181.65;103.8;0.0;25.95;0.0;25.95;77.85;77.85;77.85;51.9;77.85;51.9;77.85;0.0;25.95;51.9;25.95;0.0;25.95;25.95;77.85;51.9;51.9;129.75;51.9;0.0;25.95;129.75;25.95;77.85;103.8;25.95;103.8;207.6;77.85;25.95;25.95;51.9;25.95;51.9;0.0;0.0;103.8;25.95;51.9;51.9;0.0;0.0;25.95;0.0;0.0;0.0;0.0;0.0;155.7;25.95;0.0;25.95;77.85;77.85;0.0;25.95;25.95;25.95;25.95;25.95;0.0;25.95;25.95;25.95;0.0
1908353;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;299.5;179.7;269.55;209.65;239.6;359.4;269.55;59.9;329.45;209.65;179.7;239.6;89.85;59.9;119.8;329.45;59.9;269.55;59.9;209.65;119.8;209.65;149.75;59.9;59.9;89.85;59.9;0.0;179.7;59.9;59.9;119.8;59.9;89.85;59.9;119.8;29.95;0.0;59.9;59.9;59.9;119.8
1961026;;;;;;;;;;;;;;;;;;12.95;25.9;38.849999999999994;64.75;64.75;0.0;25.9;25.9;0.0;25.9;38.849999999999994;25.9;12.95;25.9;12.95;51.8;25.9;25.9;51.8;38.849999999999994;12.95;0.0;12.95;25.9;12.95;25.9;12.95;12.95;0.0;0.0;0.0;0.0;0.0;38.849999999999994;0.0;0.0;0.0;12.95;0.0;12.95;12.95;0.0;0.0;0.0;25.9;51.8;38.849999999999994;0.0;12.95;12.95;0.0;64.75;25.9;12.95;0.0;0.0;12.95;0.0;0.0;25.9;38.849999999999994
2094841;;;;;;;;;;;0.0;31.98;0.0;0.0;0.0;0.0;0.0;47.97;0.0;15.99;0.0;0.0;0.0;0.0;0.0;15.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.98;0.0;0.0;0.0;0.0;0.0;15.99;0.0;15.99;0.0;15.99;31.98;0.0;0.0;0.0;0.0;0.0;31.98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.99;47.97;0.0;0.0;0.0;15.99;0.0;0.0;0.0;0.0
2182843;;;;;;;;;;;;;;;;;;;;;;15.95;95.69999999999999;63.8;95.69999999999999;111.64999999999999;111.64999999999999;143.54999999999998;47.849999999999994;79.75;207.35;271.15;111.64999999999999;63.8;111.64999999999999;63.8;127.6;95.69999999999999;31.9;111.64999999999999;127.6;63.8;127.6;47.849999999999994;111.64999999999999;47.849999999999994;31.9;47.849999999999994;15.95;95.69999999999999;111.64999999999999;127.6;111.64999999999999;47.849999999999994;95.69999999999999;111.64999999999999;95.69999999999999;47.849999999999994;47.849999999999994;31.9;47.849999999999994;111.64999999999999;79.75;79.75;47.849999999999994;47.849999999999994;31.9;127.6;175.45;31.9;47.849999999999994;47.849999999999994;47.849999999999994;79.75;47.849999999999994;287.09999999999997;255.2;223.29999999999998
2295327;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.95;89.55;69.64999999999999;29.849999999999998;119.39999999999999;39.8;9.95;59.699999999999996;39.8;69.64999999999999;99.5;49.75;29.849999999999998;29.849999999999998;39.8;39.8;59.699999999999996;79.6;39.8;89.55;149.25
2436420;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2553833;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;179.5;143.6;269.25;251.29999999999998;197.45;161.54999999999998;179.5;71.8;269.25;125.64999999999999;89.75;125.64999999999999;35.9;107.69999999999999;53.849999999999994;71.8;89.75;35.9;35.9;53.849999999999994;107.69999999999999;197.45;125.64999999999999;71.8;107.69999999999999;89.75;71.8;71.8;179.5;107.69999999999999;125.64999999999999;0.0;35.9;89.75;89.75;71.8;107.69999999999999;53.849999999999994;17.95;53.849999999999994;53.849999999999994;35.9;0.0;89.75;35.9;89.75
2637932;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2644529;47.7;55.65;47.7;31.8;95.4;47.7;31.8;79.5;23.85;55.65;23.85;63.6;55.65;15.9;79.5;71.55;31.8;15.9;31.8;39.75;7.95;15.9;0.0;31.8;0.0;47.7;15.9;23.85;39.75;47.7;39.75;15.9;71.55;55.65;63.6;39.75;23.85;31.8;7.95;39.75;31.8;31.8;0.0;39.75;7.95;15.9;7.95;15.9;7.95;15.9;0.0;0.0;23.85;23.85;0.0;15.9;7.95;15.9;0.0;0.0;15.9;0.0;15.9;0.0;7.95;7.95;0.0;7.95;7.95;0.0;0.0;0.0;0.0;15.9;0.0;23.85;7.95;15.9
2712662;;;;;;;;209.65;359.4;179.7;479.2;658.9;269.55;269.55;299.5;149.75;59.9;209.65;239.6;209.65;329.45;179.7;149.75;119.8;149.75;209.65;239.6;269.55;89.85;269.55;149.75;119.8;239.6;149.75;59.9;269.55;209.65;179.7;119.8;389.34999999999997;329.45;179.7;119.8;119.8;149.75;0.0;89.85;149.75;209.65;239.6;149.75;0.0;29.95;269.55;149.75;29.95;29.95;119.8;89.85;149.75;149.75;179.7;149.75;89.85;239.6;59.9;89.85;59.9;59.9;209.65;59.9;119.8;59.9;149.75;0.0;29.95;89.85;179.7
2998947;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;479.6;719.4000000000001;719.4000000000001;479.6;479.6;599.5;599.5;479.6;539.5500000000001;359.70000000000005;599.5;359.70000000000005;299.75;479.6;359.70000000000005;299.75;359.70000000000005;479.6;359.70000000000005;179.85000000000002;119.9;299.75;239.8;419.65000000000003;119.9;119.9;239.8;179.85000000000002;119.9;59.95;119.9;179.85000000000002;359.70000000000005;59.95;59.95;119.9;299.75;239.8;119.9;59.95;179.85000000000002;419.65000000000003
3093333;143.8;0.0;0.0;35.95;71.9;0.0;0.0;0.0;0.0;35.95;35.95;71.9;0.0;0.0;0.0;0.0;0.0;71.9;;0.0;35.95;;;;;;;;;;;;;;;0.0;;;35.95;;;;;;0.0;0.0;35.95;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;0.0
3129413;1479.63;1119.72;679.83;1039.74;719.82;999.75;239.94;799.8000000000001;639.84;639.84;679.83;519.87;479.88;399.90000000000003;319.92;39.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3176725;269.55;119.8;209.65;119.8;209.65;269.55;149.75;269.55;119.8;59.9;119.8;299.5;329.45;209.65;119.8;239.6;89.85;269.55;149.75;179.7;89.85;59.9;89.85;29.95;149.75;149.75;149.75;179.7;119.8;29.95;59.9;59.9;0.0;29.95;89.85;149.75;179.7;89.85;89.85;89.85;89.85;29.95;59.9;0.0;149.75;29.95;59.9;89.85;59.9;59.9;0.0;29.95;59.9;29.95;29.95;119.8;59.9;59.9;29.95;89.85;29.95;29.95;59.9;89.85;0.0;59.9;59.9;29.95;29.95;89.85;59.9;29.95;59.9;59.9;89.85;89.85;29.95;59.9
3436714;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.99;15.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.99;0.0;0.0;15.99;15.99;15.99;31.98;0.0;0.0;0.0;15.99;0.0;15.99
3504863;447.72;399.75;463.71;671.58;543.66;351.78000000000003;383.76;543.66;303.81;223.86;543.66;463.71;303.81;399.75;175.89000000000001;287.82;111.93;95.94;;79.95;111.93;223.86;79.95;63.96;;0.0;31.98;;111.93;63.96;95.94;47.97;31.98;47.97;15.99;63.96;207.87;47.97;79.95;15.99;31.98;143.91;31.98;31.98;;95.94;31.98;;;15.99;;15.99;15.99;31.98;15.99;15.99;47.97;;15.99;63.96;15.99;;;15.99;;;0.0;79.95;;0.0;;;;31.98;;;;79.95
3600293;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.85;39.75;47.7;63.6;47.7;71.55;71.55;39.75;7.95;23.85;39.75;39.75;31.8;7.95;23.85;15.9;39.75;31.8;23.85
3765604;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.95;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.95;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.95;0.0;15.95;0.0;0.0;0.0;0.0;0.0;15.95;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3817767;596.85;570.9;544.9499999999999;570.9;1012.05;960.15;648.75;596.85;648.75;389.25;519.0;596.85;544.9499999999999;804.4499999999999;882.3;596.85;519.0;726.6;596.85;648.75;700.65;804.4499999999999;519.0;389.25;519.0;570.9;622.8;882.3;493.05;700.65;544.9499999999999;674.6999999999999;908.25;856.35;648.75;622.8;830.4;596.85;622.8;778.5;415.2;389.25;467.09999999999997;285.45;441.15;259.5;207.6;259.5;233.54999999999998;363.3;207.6;311.4;544.9499999999999;544.9499999999999;259.5;570.9;389.25;622.8;648.75;519.0;467.09999999999997;155.7;77.85;51.9;233.54999999999998;155.7;181.65;103.8;103.8;77.85;129.75;51.9;25.95;311.4;233.54999999999998;77.85;25.95;181.65
4005152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;599.0;838.6;299.5;539.1;479.2;569.05;688.85;419.3;329.45;299.5;179.7;239.6;209.65;179.7;119.8;269.55;89.85;179.7;239.6;359.4;449.25
4031918;0.0;17.95;0.0;0.0;0.0;0.0;0.0;17.95;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.95;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.95;0.0;0.0;53.849999999999994;17.95;0.0;0.0;0.0;53.849999999999994;0.0;0.0;17.95;0.0;0.0;0.0;35.9;0.0;0.0;17.95;0.0;0.0;17.95;0.0;0.0;17.95;17.95;0.0;0.0;0.0;0.0;35.9;0.0;0.0;0.0;0.0;0.0;0.0;17.95;0.0;17.95;0.0;0.0;0.0;0.0;0.0;0.0;17.95
4315642;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;125.64999999999999;71.8;179.5;35.9;215.39999999999998;125.64999999999999;107.69999999999999;35.9;17.95;17.95;107.69999999999999;53.849999999999994;53.849999999999994;71.8;17.95;17.95;0.0;17.95;53.849999999999994;35.9;35.9;89.75;35.9;89.75;107.69999999999999;35.9;17.95;71.8;71.8;35.9;53.849999999999994;53.849999999999994;35.9;35.9
4402460;0.0;0.0;29.94;14.97;14.97;29.94;29.94;0.0;0.0;0.0;14.97;29.94;14.97;0.0;14.97;703.59;284.43;209.58;224.55;239.52;239.52;179.64000000000001;149.70000000000002;149.70000000000002;209.58;44.910000000000004;44.910000000000004;74.85000000000001;104.79;0.0;59.88;29.94;59.88;179.64000000000001;59.88;89.82000000000001;14.97;14.97;0.0;59.88;29.94;29.94;59.88;29.94;44.910000000000004;0.0;14.97;29.94;59.88;44.910000000000004;44.910000000000004;59.88;14.97;14.97;0.0;134.73000000000002;59.88;29.94;0.0;29.94;14.97;59.88;44.910000000000004;29.94;0.0;0.0;14.97;0.0;29.94;29.94;29.94;59.88;0.0;14.97;29.94;29.94;14.97;44.910000000000004
4428275;;;;199.75;1158.5500000000002;838.95;878.9000000000001;1078.65;519.35;719.1;918.85;679.1500000000001;918.85;639.2;958.8000000000001;799.0;639.2;1078.65;1038.7;1038.7;599.25;559.3000000000001;479.40000000000003;479.40000000000003;439.45000000000005;279.65000000000003;1118.6000000000001;319.6;599.25;359.55;199.75;759.0500000000001;639.2;519.35;319.6;319.6;199.75;159.8;559.3000000000001;479.40000000000003;239.70000000000002;559.3000000000001;439.45000000000005;479.40000000000003;79.9;239.70000000000002;119.85000000000001;559.3000000000001;399.5;759.0500000000001;679.1500000000001;399.5;399.5;519.35;319.6;359.55;479.40000000000003;399.5;0.0;199.75;279.65000000000003;199.75;599.25;359.55;639.2;279.65000000000003;239.70000000000002;439.45000000000005;119.85000000000001;239.70000000000002;519.35;479.40000000000003;439.45000000000005;159.8;399.5;559.3000000000001;479.40000000000003;479.40000000000003
4450020;336.7;233.1;207.2;246.04999999999998;246.04999999999998;142.45;142.45;271.95;181.29999999999998;194.25;155.39999999999998;297.84999999999997;168.35;181.29999999999998;77.69999999999999;116.55;103.6;220.14999999999998;129.5;77.69999999999999;142.45;51.8;142.45;116.55;90.64999999999999;90.64999999999999;194.25;90.64999999999999;181.29999999999998;90.64999999999999;51.8;51.8;116.55;142.45;38.849999999999994;38.849999999999994;129.5;155.39999999999998;38.849999999999994;77.69999999999999;103.6;168.35;64.75;77.69999999999999;129.5;51.8;116.55;90.64999999999999;168.35;142.45;194.25;116.55;220.14999999999998;168.35;284.9;90.64999999999999;168.35;116.55;77.69999999999999;64.75;155.39999999999998;77.69999999999999;103.6;90.64999999999999;168.35;90.64999999999999;220.14999999999998;155.39999999999998;233.1;64.75;90.64999999999999;77.69999999999999;12.95;90.64999999999999;116.55;64.75;64.75;12.95
4500239;;;;;;;;;;;;;;;;;;0.0;0.0;439.45000000000005;1278.4;759.0500000000001;599.25;359.55;359.55;159.8;79.9;159.8;239.70000000000002;79.9;39.95;39.95;199.75;159.8;79.9;0.0;159.8;119.85000000000001;79.9;39.95;39.95;159.8;79.9;79.9;39.95;0.0;0.0;39.95;39.95;39.95;39.95;79.9;239.70000000000002;39.95;79.9;0.0;0.0;0.0;119.85000000000001;0.0;39.95;0.0;0.0;39.95;0.0;0.0;79.9;39.95;39.95;0.0;39.95;39.95;0.0;0.0;0.0;0.0;39.95;39.95
4711034;29.95;0.0;0.0;0.0;29.95;0.0;0.0;0.0;29.95;0.0;0.0;0.0;0.0;0.0;59.9;0.0;0.0;0.0;0.0;0.0;0.0;29.95;29.95;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.95;0.0;29.95;0.0;0.0;29.95;0.0;0.0;29.95;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.95;59.9;0.0;0.0;0.0;0.0;0.0;29.95;0.0;0.0;0.0;29.95;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;59.9;0.0;29.95
4771003;79.75;79.75;63.8;31.9;63.8;191.39999999999998;95.69999999999999;47.849999999999994;111.64999999999999;111.64999999999999;31.9;31.9;111.64999999999999;47.849999999999994;143.54999999999998;159.5;31.9;63.8;79.75;63.8;0.0;31.9;159.5;47.849999999999994;47.849999999999994;79.75;63.8;127.6;111.64999999999999;63.8;47.849999999999994;95.69999999999999;95.69999999999999;63.8;159.5;95.69999999999999;111.64999999999999;63.8;15.95;95.69999999999999;95.69999999999999;143.54999999999998;175.45;15.95;63.8;47.849999999999994;15.95;47.849999999999994;63.8;79.75;31.9;63.8;47.849999999999994;79.75;47.849999999999994;79.75;47.849999999999994;63.8;207.35;47.849999999999994;95.69999999999999;31.9;63.8;63.8;63.8;0.0;31.9;15.95;31.9;31.9;15.95;111.64999999999999;95.69999999999999;31.9;95.69999999999999;127.6;191.39999999999998;95.69999999999999
4805804;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;734.4;596.6999999999999;252.45;252.45;160.65;459.0;229.5;137.7;114.75;206.54999999999998;321.3;183.6;229.5;114.75;183.6;183.6;344.25;183.6;45.9;160.65;91.8;229.5;252.45;229.5;68.85;137.7;160.65;0.0;137.7;275.4;206.54999999999998;183.6;160.65
4994954;279.65000000000003;719.1;519.35;119.85000000000001;279.65000000000003;239.70000000000002;279.65000000000003;359.55;279.65000000000003;239.70000000000002;239.70000000000002;399.5;319.6;239.70000000000002;279.65000000000003;319.6;319.6;319.6;239.70000000000002;559.3000000000001;359.55;319.6;359.55;119.85000000000001;439.45000000000005;359.55;239.70000000000002;119.85000000000001;79.9;199.75;79.9;79.9;559.3000000000001;159.8;239.70000000000002;319.6;199.75;239.70000000000002;79.9;199.75;199.75;119.85000000000001;199.75;159.8;279.65000000000003;199.75;199.75;199.75;359.55;279.65000000000003;479.40000000000003;239.70000000000002;239.70000000000002;279.65000000000003;159.8;239.70000000000002;319.6;39.95;159.8;119.85000000000001;279.65000000000003;79.9;119.85000000000001;199.75;199.75;79.9;199.75;359.55;239.70000000000002;39.95;119.85000000000001;159.8;39.95;159.8;39.95;119.85000000000001;159.8;159.8
5239084;;;;;;;;;;;;;;;;;;;77.85;77.85;51.9;51.9;103.8;25.95;51.9;77.85;77.85;25.95;0.0;51.9;25.95;0.0;25.95;0.0;0.0;51.9;0.0;25.95;77.85;0.0;51.9;25.95;0.0;25.95;0.0;0.0;51.9;0.0;0.0;77.85;25.95;0.0;25.95;0.0;25.95;0.0;25.95;0.0;0.0;77.85;0.0;0.0;25.95;77.85;25.95;77.85;25.95;0.0;25.95;25.95;51.9;0.0;51.9;0.0;51.9;25.95;77.85;0.0
