block_id;X0;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;X15;X16;X17;X18;X19;X20;X21;X22;X23;X24;X25;X26;X27;X28;X29;X30;X31;X32;X33;X34;X35;X36;X37;X38;X39;X40;X41;X42;X43;X44;X45;X46;X47;X48;X49;X50;X51;X52;X53;X54;X55;X56;X57;X58;X59;X60;X61;X62;X63;X64;X65;X66;X67;X68;X69;X70;X71;X72;X73;X74;X75;X76;X77
10;165.82999999999998;265.83;190.75;105.91;207.55;129.75;110.78999999999999;103.8;51.9;51.849999999999994;149.74;246.45;25.9;168.64999999999998;116.75;719.54;168.35;336.85;233.2;266.19;221.27999999999997;194.29999999999998;194.35;207.29999999999998;142.54999999999998;38.849999999999994;259.15;336.85;246.25;220.25;155.39999999999998;207.45;285.15;246.25;194.39999999999998;142.45;149.74;129.64999999999998;103.8;12.95;155.65;116.75;77.85;25.95;51.9;77.85;29.95;90.8;185.6;142.7;51.9;107.8;233.54999999999998;272.45;103.8;116.75;259.5;1167.75;804.4499999999999;600.85;285.45;285.45;233.54999999999998;285.45;155.7;233.54999999999998;103.8;259.5;467.09999999999997;181.65;207.6;181.65;155.7;129.75;181.65;103.8;103.8;142.7
11;65.85;149.7;77.85;103.8;103.8;181.65;155.7;129.75;129.75;123.75;253.49999999999997;129.75;181.65;337.34999999999997;103.8;155.7;25.95;181.65;103.8;233.54999999999998;123.75;129.75;103.8;25.95;149.7;181.65;233.54999999999998;285.45;155.7;129.75;129.75;77.85;129.75;103.8;51.9;155.7;103.8;25.95;103.8;129.75;129.75;51.9;51.9;77.85;25.95;51.9;51.9;25.95;77.85;77.85;0.0;25.95;103.8;51.9;25.95;25.95;0.0;0.0;25.95;77.85;115.69999999999999;63.8;131.65;67.85;41.9;57.849999999999994;57.849999999999994;77.85;47.849999999999994;25.95;41.9;67.85;41.9;0.0;57.849999999999994;41.9;41.9;0.0
12;159.7;59.900000000000006;39.95;79.9;59.900000000000006;59.900000000000006;139.8;99.8;99.85000000000001;99.85000000000001;95.85000000000001;139.75;119.69999999999999;95.8;59.900000000000006;159.7;19.95;0.0;235.65;159.8;139.75;618.4499999999999;259.45;359.15;219.60000000000002;554.6500000000001;455.0;598.8;215.45;139.75;179.60000000000002;239.5;534.8499999999999;179.65;299.55;99.8;75.85;19.95;119.85000000000001;239.70000000000002;79.9;199.75;39.95;199.75;39.95;279.65000000000003;15.95;79.9;79.9;119.85000000000001;119.85000000000001;79.9;39.95;79.9;99.85000000000001;79.9;119.85000000000001;79.9;39.95;39.95;79.9;87.8;39.95;119.85000000000001;79.9;0.0;119.85000000000001;79.9;159.8;159.8;39.95;0.0;119.85000000000001;39.95;79.9;159.8;199.75;79.9
14;688.85;449.25;658.9;389.34999999999997;449.25;329.45;269.55;359.4;89.85;202.64999999999998;149.75;209.65;59.9;209.65;89.85;119.8;89.85;239.6;329.45;119.8;179.7;149.75;149.75;59.9;59.9;89.85;59.9;0.0;89.85;112.8;29.95;29.95;119.8;89.85;59.9;179.7;29.95;59.9;29.95;0.0;29.95;89.85;59.9;0.0;59.9;29.95;29.95;82.85;119.8;59.9;89.85;89.85;179.7;0.0;29.95;0.0;89.85;89.85;0.0;59.9;89.85;149.75;89.85;59.9;89.85;89.85;479.40000000000003;1518.05;539.3000000000001;179.75;729.0500000000001;958.8000000000001;469.40000000000003;659.15;699.1;682.1;199.75;119.8
15;319.8;239.85000000000002;319.8;79.95;239.85000000000002;79.95;0.0;0.0;79.95;;79.95;159.9;;79.95;;;79.95;79.95;0.0;0.0;239.85000000000002;79.95;79.95;0.0;159.9;0.0;79.95;0.0;79.95;79.95;0.0;0.0;239.85000000000002;0.0;159.9;0.0;79.95;159.9;79.95;0.0;159.9;0.0;0.0;0.0;79.95;0.0;0.0;0.0;239.85000000000002;0.0;0.0;0.0;0.0;239.85000000000002;79.95;0.0;0.0;0.0;0.0;79.95;239.85000000000002;0.0;0.0;0.0;0.0;0.0;79.95;159.9;79.95;0.0;0.0;0.0;0.0;159.9;159.9;0.0;0.0;79.95
16;0.0;29.95;0.0;59.9;59.9;0.0;59.9;0.0;0.0;89.85;29.95;89.85;29.95;0.0;0.0;0.0;59.9;59.9;0.0;29.95;29.95;0.0;29.95;59.9;0.0;59.9;29.95;0.0;0.0;0.0;0.0;29.95;0.0;0.0;0.0;0.0;329.45;509.15;599.0;509.15;509.15;389.34999999999997;209.65;239.6;89.85;149.75;89.85;179.7;119.8;419.3;119.8;89.85;209.65;149.75;89.85;119.8;119.8;149.75;89.85;239.6;149.75;89.85;89.85;209.65;59.9;89.85;149.75;209.65;269.55;59.9;179.7;299.5;239.6;119.8;179.7;119.8;89.85;89.85
17;117.80000000000001;71.85;45.95;45.95;110.7;117.80000000000001;261.5;163.75000000000003;141.65;171.2;98.54999999999998;141.5;118.60000000000001;200.4;247.3;240.35000000000002;118.44999999999999;92.55;191.4;224.25;256.45;99.5;89.55;95.54999999999998;164.39999999999998;385.65;327.04999999999995;635.8;409.65;721.55;450.4;432.54999999999995;472.5;614.8;516.25;352.79999999999995;407.75;301.15;207.35;265.15;310.79999999999995;448.65;174.35;213.35;281.1;106.6;138.5;291.04999999999995;209.39999999999998;271.0;221.25;322.95;188.25;301.79999999999995;270.04999999999995;464.6;277.15;246.2;197.25;181.3;298.15;429.54999999999995;208.3;173.4;241.3;204.2;327.2;270.05;249.2;278.9;419.75;78.65;273.04999999999995;336.2;200.25;376.0;282.84999999999997;370.5
18;279.65000000000003;719.1;519.35;119.85000000000001;279.65000000000003;239.70000000000002;279.65000000000003;359.55;279.65000000000003;239.70000000000002;239.70000000000002;399.5;319.6;239.70000000000002;279.65000000000003;319.6;499.15;459.25;359.4;679.0;559.05;439.3;399.45;179.7;499.30000000000007;539.1;339.45000000000005;219.60000000000002;179.65;219.7;179.65;199.6;679.0;279.5;339.45000000000005;986.6500000000001;1442.0000000000002;1330.0500000000002;1038.5;1394.0;1290.1000000000001;994.5;555.1;1078.5000000000002;1166.35;890.7;850.8000000000001;798.85;1250.2;862.75;1226.25;974.5000000000001;766.9000000000001;894.7500000000001;910.6;1050.3500000000001;1002.45;806.75;818.75;810.8000000000001;898.7;447.3;1198.15;874.7;551.1500000000001;503.20000000000005;563.1999999999999;1202.2;1074.45;591.05;383.35;367.40000000000003;223.65;487.3;215.55;271.55;359.3;387.35
19;117.64999999999999;198.5;297.1;254.39999999999998;1089.2;507.05;624.5;359.15;167.6;343.95;503.75;423.04999999999995;352.05;409.1;448.9;1457.15;831.0500000000001;655.3499999999999;725.0999999999999;485.7;559.6999999999999;504.9;631.55;303.25;223.44999999999996;208.45;601.65;449.99999999999994;503.69999999999993;270.34999999999997;354.29999999999995;197.45;562.75;460.75;246.45;347.2;251.45000000000002;262.45;195.55;400.29999999999995;257.4;205.60000000000002;192.64999999999998;119.75;149.7;59.849999999999994;139.75;225.5;229.6;159.7;192.6;249.55;243.45000000000002;312.4;119.75;222.6;222.5;162.7;165.6;129.75;132.75;92.75;102.75;177.5;215.45;62.849999999999994;192.65;351.29999999999995;352.25;288.4;158.6;364.2;139.75;142.75;361.25;172.54999999999998;342.29999999999995;165.6
20;115.64999999999999;175.45;175.45;159.5;191.39999999999998;207.35;223.29999999999998;143.54999999999998;159.5;111.64999999999999;175.45;207.35;271.15;223.29999999999998;175.45;371.09999999999997;640.65;820.3499999999999;383.15;350.9;143.55;550.8;191.39999999999998;187.5;139.64999999999998;281.25;454.75;205.39999999999998;345.05;189.44999999999996;233.39999999999998;221.34999999999997;267.25;221.34999999999997;173.5;143.54999999999998;143.54999999999998;193.44999999999996;173.5;159.49999999999997;269.2;127.6;95.69999999999999;157.54999999999998;109.7;141.6;63.8;111.64999999999999;77.8;47.849999999999994;63.8;47.849999999999994;127.6;111.65;31.9;203.45;191.39999999999998;79.75;79.75;77.8;45.9;47.849999999999994;93.75;47.849999999999994;141.6;157.54999999999998;111.64999999999999;127.6;79.75;47.849999999999994;47.849999999999994;79.75;47.849999999999994;95.69999999999999;95.69999999999999;79.75;79.75;79.75
21;1158.55;766.95;1298.4;1218.5000000000002;1286.15;1609.65;1821.7500000000002;1693.8000000000002;1378.2000000000003;1086.65;1841.7;1865.7;2149.3;1550.0000000000002;1573.9500000000003;1929.5000000000002;1590.0;1941.3500000000001;1681.9500000000003;1182.5500000000002;1466.1;1282.45;802.75;986.7;1514.0000000000002;1270.3000000000002;1222.3;858.75;1849.3500000000001;1473.8000000000002;686.85;1114.45;1230.15;994.6;1326.35;1206.45;930.8000000000001;571.2;1018.8;1002.5;783.0000000000001;709.1400000000001;599.1;605.2900000000001;974.8800000000001;904.89;868.8700000000001;1480.15;786.8800000000001;1262.45;1138.53;651.0500000000001;1282.5;1324.1200000000001;898.7;962.8000000000001;858.7;1118.45;723.0500000000001;707.05;906.8000000000001;1160.42;964.8900000000001;1130.25;1024.79;719.15;1168.5400000000002;1579.7400000000002;918.88;1278.2;1010.83;1178.6000000000001;682.9;866.85;930.7;1086.6000000000001;708.94;354.95000000000005
22;0.0;0.0;0.0;0.0;0.0;0.0;79.9;0.0;0.0;0.0;0.0;76.64999999999999;21.9;65.69999999999999;21.9;72.8;10.95;0.0;21.9;90.85000000000001;94.7;21.9;43.8;21.9;32.849999999999994;32.849999999999994;54.75;32.849999999999994;10.95;21.9;21.9;32.849999999999994;105.64999999999999;21.9;54.75;21.9;32.849999999999994;10.95;21.9;43.8;10.95;43.8;10.95;0.0;0.0;10.95;0.0;0.0;32.849999999999994;42.849999999999994;170.45;206.35;415.65;394.7;138.54999999999998;55.900000000000006;21.9;21.9;61.85;10.95;50.900000000000006;0.0;10.95;43.8;969.35;372.29999999999995;615.8;599.0;243.5;130.75;334.29999999999995;189.54999999999998;96.80000000000001;192.6;29.95;160.7;160.7;132.7
23;3.95;19.75;99.35;97.45;175.05;203.04999999999998;155.45;342.65;195.05;211.1;125.5;243.04999999999998;103.5;93.55;73.6;324.7;97.5;73.45;179.25;131.3;63.5;121.29999999999998;103.5;167.2;49.8;65.55;105.4;157.2;67.6;71.55;197.14999999999998;283.8;351.15;568.5999999999999;518.0500000000001;646.55;437.0;400.19999999999993;203.14999999999998;527.8499999999999;606.6;370.35;644.8;198.05;201.0;126.45;350.9;453.70000000000005;210.15;441.8;192.3;108.7;398.15;357.0;267.25;203.35000000000002;254.0;225.10000000000002;91.65;165.3;219.4;185.3;289.1;59.64999999999999;149.55;126.55;308.3;265.35;181.55;355.95000000000005;353.25;102.6;247.25;200.5;277.05;218.79999999999998;309.54999999999995;320.54999999999995
24;191.39999999999998;84.75;173.55;121.64999999999999;43.8;58.8;200.45;245.24999999999997;149.55;101.55;126.5;241.15;290.75;302.85;221.95;255.9;145.54999999999998;227.14999999999998;82.6;266.95;209.15;227.1;193.1;141.54999999999998;134.54999999999998;201.39999999999998;226.0;187.14999999999998;115.54999999999998;124.3;183.2;142.2;166.29999999999998;190.1;28.849999999999998;153.54999999999998;173.2;64.65;91.69999999999999;149.45;147.39999999999998;75.6;113.65;78.65;103.8;67.65;109.69999999999999;131.6;32.849999999999994;109.64999999999999;801.1499999999999;656.9000000000001;454.29999999999995;692.6;548.8499999999999;619.15;443.8499999999999;525.4;355.25;218.04999999999995;1461.3999999999999;1400.2000000000003;853.3;1254.5500000000002;1413.0;1328.6000000000001;1078.8999999999999;1512.65;1402.6000000000001;1505.25;1249.7;1072.8;988.1999999999999;1085.25;1533.4;1395.6;1856.3999999999999;2270.7999999999997
25;390.70000000000005;268.75;596.25;241.25;320.9;318.95000000000005;227.04999999999998;305.1;281.29;275.09000000000003;327.15;354.9;478.75;398.70000000000005;522.4000000000001;237.3;436.6;388.65000000000003;255.35;274.95;235.14999999999998;219.0;259.2;133.3;285.19;508.8;388.95;217.35;135.65;313.19999999999993;137.60000000000002;175.39999999999998;299.25;331.3;309.25;325.1;221.40000000000003;85.7;225.45000000000002;335.2;209.49999999999997;167.35;223.39999999999998;175.6;51.85;245.4;85.7;311.15;381.0;47.85;229.4;438.9;418.9;364.79999999999995;344.75;492.54999999999995;267.0;285.15;209.34999999999997;93.7;333.2;211.29999999999998;257.05;281.4;205.45000000000002;153.4;263.35;235.24999999999997;127.3;159.6;173.39000000000001;566.7500000000001;570.85;315.40000000000003;461.04999999999995;764.5000000000001;554.8;412.9
26;183.6;206.54999999999998;45.9;91.8;206.54999999999998;114.75;183.6;321.3;252.45;68.85;229.5;252.45;206.54999999999998;160.65;206.54999999999998;252.45;252.45;114.75;298.34999999999997;229.5;160.65;137.7;206.54999999999998;183.6;160.65;160.65;160.65;206.54999999999998;229.5;252.45;160.65;114.75;252.45;114.75;252.45;183.6;206.54999999999998;68.85;114.75;160.65;160.65;68.85;137.7;114.75;45.9;45.9;68.85;91.8;45.9;137.7;91.8;22.95;22.95;160.65;68.85;91.8;22.95;596.7;780.3000000000001;1032.75;918.0;826.2;803.25;711.4499999999999;688.5;344.25;436.04999999999995;550.8;459.0;459.0;298.34999999999997;344.24999999999994;527.85;298.34999999999997;504.9;390.15;780.3000000000001;803.25
27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;90.64999999999999;168.35;220.14999999999998;207.2;375.54999999999995;362.59999999999997;401.45;181.29999999999998;440.29999999999995;207.2;181.29999999999998;375.54999999999995;246.04999999999998;90.64999999999999;349.65;220.14999999999998;129.5;310.79999999999995;220.14999999999998;323.75;246.04999999999998;220.14999999999998;181.29999999999998;194.25;271.95;233.1;142.45;220.14999999999998;168.35;233.1;142.45;90.64999999999999;194.25;349.65;336.7;194.25;246.04999999999998;271.95;64.75;162.35;214.15;311.75;188.25;291.84999999999997;247.0;317.74999999999994;269.9;172.29999999999998;224.1;240.04999999999998;211.19999999999996;178.5;386.5;212.2;461.4;143.5;212.24999999999997;179.29999999999998;260.04999999999995;327.9;583.9;382.54999999999995;429.45;331.79999999999995;586.7500000000001;593.75;579.75;622.65;616.7;789.9999999999999;900.6999999999999
28;119.8;119.8;89.85;59.9;119.8;29.95;119.8;119.8;29.95;29.95;29.95;59.9;59.9;29.95;29.95;149.75;89.85;0.0;59.9;59.9;0.0;89.85;59.9;29.95;29.95;0.0;0.0;89.85;0.0;317.04999999999995;380.84999999999997;395.74999999999994;496.45;578.25;272.1;413.59999999999997;380.75;343.9;137.54999999999998;415.7;467.59999999999997;421.69999999999993;291.05;330.95;201.35;275.09999999999997;77.69999999999999;349.9;426.7;293.15;297.04999999999995;184.5;166.45;264.25;92.7;386.75;448.75;285.15;214.29999999999998;284.09999999999997;265.15;333.0;351.84999999999997;234.29999999999998;300.04999999999995;217.29999999999998;228.3;185.4;263.2;232.35;373.79999999999995;341.0;227.25;214.45;393.79999999999995;331.04999999999995;577.25;551.4
29;;0.0;15.99;31.98;15.99;0.0;15.99;47.97;15.99;63.96;15.99;0.0;31.98;0.0;31.98;31.98;0.0;15.99;15.99;380.23;712.49;398.0;398.0;453.78999999999996;274.69;179.1;268.65;324.44;179.1;358.2;308.45;308.45;413.99;308.45;308.45;248.74999999999997;218.89999999999998;211.07999999999998;95.58999999999999;179.1;207.17;129.35;224.94;165.24;99.5;139.29999999999998;59.699999999999996;89.55;149.25;129.35;95.58999999999999;165.24;39.8;159.2;121.53;105.53999999999999;99.5;159.2;59.699999999999996;119.39999999999999;195.09;159.2;35.89;105.53999999999999;131.48;171.27999999999997;101.63;330.95;334.0;331.99;170.54000000000002;187.32999999999998;181.29;210.21999999999997;315.82000000000005;387.53999999999996;337.5;362.46
30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;175.45;239.25;303.05;287.09999999999997;303.05;474.95;355.15;492.85;401.04999999999995;510.75;518.9;508.8;219.4;600.5999999999999;337.25;339.2;351.25;265.29999999999995;394.84999999999997;263.34999999999997;504.9;283.2;492.85;267.25;480.79999999999995;375.0;417.0;341.15;171.54999999999998;171.54999999999998;265.29999999999995;139.65;143.54999999999998;323.25;299.15;315.09999999999997;438.8;251.29999999999998;265.29999999999995;251.29999999999998;327.15;93.75;127.6;187.5;171.54999999999998;315.09999999999997;327.15
31;19.99;19.99;0.0;0.0;19.99;39.98;0.0;19.99;0.0;0.0;0.0;0.0;39.98;0.0;19.99;19.99;0.0;0.0;19.99;19.99;0.0;79.96;59.97;19.99;39.98;59.97;19.99;0.0;19.99;19.99;0.0;0.0;59.97;39.98;0.0;19.99;19.99;39.98;19.99;39.98;0.0;39.98;19.99;39.98;19.99;39.98;0.0;119.94;0.0;39.98;59.97;59.97;39.98;19.99;99.94999999999999;79.96;0.0;19.99;59.97;0.0;0.0;0.0;0.0;39.98;0.0;79.96;59.97;0.0;39.98;0.0;59.97;59.97;79.96;0.0;59.97;79.96;79.96;79.96
32;;149.75;29.95;29.95;0.0;119.8;29.95;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1287.85;808.65;1018.3;239.6;329.45;808.65;599.0;299.5;269.55;329.45;359.4;449.25;179.7;389.34999999999997;149.75;329.45;479.2;239.6;329.45;299.5;149.75;239.6;89.85;239.6;239.6;239.6;59.9;1257.8999999999999;1707.1499999999999;1347.75;1497.5;2126.45;1797.0;2455.9;2006.65;1707.1499999999999;1677.2;2186.35;1707.15;1557.4;1227.9499999999998;808.65;1018.3000000000001;1437.6;1377.7;1557.3999999999999;1078.2;1287.8500000000001;1707.15;1048.25;1527.4499999999998;1707.1499999999999;718.8;1227.9499999999998;1437.6;808.65;688.8499999999999;1078.2;1377.7;1377.7;1437.6;1168.05
33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.849999999999994;79.75;239.25;159.5;159.5;143.54999999999998;111.64999999999999;159.5;111.64999999999999;111.64999999999999;79.75;47.849999999999994;95.69999999999999;127.6;159.5;159.5;143.54999999999998;111.64999999999999;191.39999999999998;79.75;63.8;79.75;207.35;223.29999999999998;175.45
34;114.75;68.85;45.9;125.85;91.8;148.8;45.9;194.7;45.9;137.7;160.65;84.75;252.45;240.60000000000002;91.8;251.7;114.75;91.8;114.75;68.85;114.75;91.8;160.65;45.9;114.75;160.65;91.8;91.8;22.95;137.7;91.8;91.8;22.95;22.95;137.7;0.0;68.85;91.8;22.95;22.95;68.85;137.7;91.8;0.0;45.9;0.0;0.0;114.75;68.85;45.9;114.75;45.9;114.75;183.6;114.75;68.85;114.75;22.95;22.95;91.8;45.9;0.0;91.8;160.65;872.0999999999999;550.8;550.8;1078.6499999999999;642.6;780.3;390.15;550.8;160.64999999999998;344.25;390.15;321.29999999999995;344.25;481.95
35;383.30999999999995;267.57;411.48;455.19000000000005;287.52;403.40999999999997;307.46999999999997;383.15;431.06;494.87;379.18;582.6099999999999;435.02;395.13;642.4399999999999;786.5999999999999;279.4;491.04;275.36;347.42999999999995;630.8299999999999;427.11;267.55999999999995;347.28;191.61;471.13;347.33;283.36;219.54999999999998;347.13;207.64;295.39;510.88;371.19999999999993;494.84;223.55;279.44;295.54999999999995;247.42;227.51;187.57;263.38;247.5;287.37;319.18999999999994;263.38;387.10999999999996;243.42999999999998;255.42000000000002;235.54999999999998;500.93;181.63;271.33;305.4;369.2;297.37;211.48999999999998;291.36;251.38;301.25;510.74;407.13;187.55;257.42999999999995;243.46999999999997;179.57999999999998;181.66;253.35;293.40999999999997;313.25;319.28;179.62;177.63;159.6;187.63;209.49;255.39999999999998;187.58
